"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_sue_AV_1","vB_mf_sue_AV_1","vA_cntf_AV_1","vB_cntf_AV_1","avoid_AV_1","Q179_First.Click","Q179_Last.Click","Q179_Page.Submit","Q179_Click.Count","Q181_First.Click","Q181_Last.Click","Q181_Page.Submit","Q181_Click.Count","intv_check_AV","vA_sue_AV_intv_1","vB_mf_sue_AV_intv_1","vA_cntf_AV_intv_1","vB_cntf_AV_intv_1","avoid_AV_intv_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_sue_1","vB_driver_sue_1","vB_mf_sue_1","vA_cntf_1","vB_cntf_1","avoid_1","Q184_First.Click","Q184_Last.Click","Q184_Page.Submit","Q184_Click.Count","Q186_First.Click","Q186_Last.Click","Q186_Page.Submit","Q186_Click.Count","intv_check","vA_sue_intv_1","vB_sue_intv_1","vB_mf_sue_intv_1","vA_cntf_intv_1","vB_cntf_intv_1","avoid_intv_1","comp1","comp_accident","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","Q151_First.Click","Q151_Last.Click","Q151_Page.Submit","Q151_Click.Count","FL_4_DO","FL_92_DO","FL_98_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_AV_intv_DO","questions_2_AV_intv_DO","questions_1_DO","questions_2_DO","questions_1_intv_DO","questions_2_intv_DO"
"2024-06-19 16:30:12","2024-06-19 16:32:48","0","NA","100","155","1","2024-06-19 16:32:48","R_3wlQDGwYxhdyLRv","","","","","NA","NA","anonymous","EN","1","2","2","0","0","16.346","0","0","0","12.983","0","100","0","100","71","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","72","1","","73","3","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-19 16:31:07","2024-06-19 16:34:31","0","NA","100","203","1","2024-06-19 16:34:31","R_507RYBto8n0kiVW","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.55","56.601","57.384","10","5.07","10.184","10.986","3","1,2","100","0","6","100","6","9","2","1","22","2","","41","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|vB_cntf_intv|vA_cntf_intv|avoid_intv"
"2024-06-19 16:32:54","2024-06-19 16:36:07","0","NA","100","192","1","2024-06-19 16:36:07","R_1zcEZ19ZGRIRnr7","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","1.296","33.949","34.566","10","1.048","7.45","11.318","2","1,2","100","7","100","3","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","39","1","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-19 16:31:10","2024-06-19 16:39:17","0","NA","100","487","1","2024-06-19 16:39:17","R_3DcLsk6p1OxGauk","","","","","NA","NA","anonymous","EN","1","2","2","9.91","38.934","40.722","5","4.778","10.74","12.213","2","100","50","100","80","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","20","2","","28","8","Some Highschool","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-19 16:38:04","2024-06-19 16:39:52","0","NA","100","107","1","2024-06-19 16:39:53","R_7kvtmp8aXAtJGP5","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.899","7.899","11.101","1","7.189","7.189","10.645","1","1,2","94","12","23","91","23","29","2","1","18","2","","24","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vB_sue_intv|vA_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-19 16:35:23","2024-06-19 16:40:26","0","NA","100","302","1","2024-06-19 16:40:26","R_55T5bl102xvlFlL","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.262","28.859","30.483","2","2.471","17.164","18.382","2","100","0","1","100","4","10","","","","","","","","","","","","","","","","2","1","3","2","","38","3","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-19 16:38:38","2024-06-19 16:41:14","0","NA","100","155","1","2024-06-19 16:41:14","R_7tJdBVjdkYgsGcw","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","19.721","0","0","0","11.632","0","1,2","100","0","99","12","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","36","1","","71","5","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vA_cntf_AV_intv|vB_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-19 16:39:01","2024-06-19 16:42:38","0","NA","100","216","1","2024-06-19 16:42:38","R_71Lr7VnqQLkAdbK","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","11.641","0","0","0","11.298","0","85","50","50","99","65","50","","","","","","","","","","","","","","","","2","1","55","1","","34","8","Why does the Masters Degree only have MS in parenthesis? Odd.","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-19 16:39:39","2024-06-19 16:42:47","0","NA","100","187","1","2024-06-19 16:42:47","R_11dBGL7gbdo10vW","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.502","0","0","0","11.984","0","90","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","25","1","","41","3","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-19 16:41:15","2024-06-19 16:45:28","0","NA","100","252","1","2024-06-19 16:45:28","R_1IK1tENNIDC5074","","","","","NA","NA","anonymous","EN","1","2","2","0","0","27.401","0","0","0","18.59","0","95","65","100","76","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","30","1","","46","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-19 16:40:39","2024-06-19 16:47:36","0","NA","100","416","1","2024-06-19 16:47:37","R_6PZ2nwOCm2BcWel","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.724","33.442","35.559","2","35.252","35.252","37.401","1","100","0","1","100","0","0","","","","","","","","","","","","","","","","2","1","33","2","","53","1","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_mf_sue|vB_driver_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-19 16:44:53","2024-06-19 16:47:49","0","NA","100","175","1","2024-06-19 16:47:49","R_7p4lCz9Y1Hqpgzv","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.301","0","0","0","16.067","0","1,2","95","3","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","7","1","","33","3","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|avoid_AV_intv|vA_cntf_AV_intv|vB_cntf_AV_intv","","","",""
"2024-06-19 16:46:28","2024-06-19 16:50:46","0","NA","100","258","1","2024-06-19 16:50:47","R_6rJH0NSRGoR87bI","","","","","NA","NA","anonymous","EN","1","2","2","1.408","24.24","28.146","2","1.461","10.053","11.81","2","100","0","100","100","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","67","2","","65","3","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vB_cntf_AV|vA_cntf_AV|avoid_AV","","","","","",""
"2024-06-19 16:46:39","2024-06-19 16:52:09","0","NA","100","329","1","2024-06-19 16:52:09","R_7zP25i4GDPdBn8Z","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.421","29.272","31.973","6","15.852","15.852","18.407","1","1,2","100","0","0","100","0","0","2","1","25","2","","62","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_sue_intv|vA_sue_intv|vB_mf_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-19 16:50:44","2024-06-19 16:52:59","0","NA","100","134","1","2024-06-19 16:53:00","R_1BQ3Dg6hPapzPhA","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","11.438","0","2.04","7.223","10.706","3","1,2","100","10","100","91","86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","35","1","","32","1","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vB_cntf_AV_intv|vA_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-19 16:47:34","2024-06-19 16:56:01","0","NA","100","507","1","2024-06-19 16:56:02","R_1QS1HTgXFIiYgnz","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.174","35.851","38.003","3","6.071","22.957","33.166","2","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","0","2","","53","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vB_driver_sue|vA_sue","Q71|avoid|vB_cntf|vA_cntf","",""
"2024-06-19 16:59:04","2024-06-19 17:01:05","0","NA","100","120","1","2024-06-19 17:01:05","R_5QMAZtWmBkQnxhN","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.848","19.848","20.433","1","0","0","11.001","0","100","6","25","67","60","2","","","","","","","","","","","","","","","","2","1","60","1","","32","3","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_mf_sue|vB_driver_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-19 17:04:12","2024-06-19 17:06:50","0","NA","100","158","1","2024-06-19 17:06:51","R_5QKib2b75zRqbxF","","","","","NA","NA","anonymous","EN","1","2","2","6.623","14.773","14.784","4","3.472","13.144","15.405","3","100","10","100","61","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","43","2","","32","6","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vB_cntf_AV|vA_cntf_AV|avoid_AV","","","","","",""
"2024-06-19 16:37:16","2024-06-19 17:10:41","0","NA","100","2005","1","2024-06-19 17:10:41","R_1NxEDeMjGbMuAo2","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.18","10.18","28.61","1","47.741","77.256","80.447","5","1,2","100","0","10","94","60","58","2","1","56","2","","58","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-19 17:12:46","2024-06-19 17:15:15","0","NA","100","148","1","2024-06-19 17:15:16","R_7PcCUMnxM5L8xz3","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","23.905","0","0","0","12.209","0","1,2","100","0","0","100","10","10","2","1","10","2","","30","5","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-19 17:16:31","2024-06-19 17:20:36","0","NA","100","245","1","2024-06-19 17:20:37","R_6daqzHrqoQBy5bj","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","19.882","0","0","0","14.212","0","1,2","100","50","100","50","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","29","3","","51","5","","","","","","FL_39","FL_94","","","","Q155|vA_sue_AV_intv|vB_mf_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-19 17:27:58","2024-06-19 17:33:22","0","NA","100","323","1","2024-06-19 17:33:22","R_5exkBPXyXAIJPhB","","","","","NA","NA","anonymous","EN","1","2","2","0","0","53.162","0","0","0","12.932","0","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","65","1","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vB_cntf_AV|vA_cntf_AV|avoid_AV","","","","","",""
"2024-06-19 17:32:39","2024-06-19 17:36:26","0","NA","100","226","1","2024-06-19 17:36:26","R_6ma9W00k34ro2Fm","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","21.649","0","0","0","14.142","0","90","0","6","99","12","8","","","","","","","","","","","","","","","","2","1","28","2","","33","4","","","","","","FL_40","","FL_99","","","","","Q90|vA_sue|vB_driver_sue|vB_mf_sue","Q71|vB_cntf|avoid|vA_cntf","",""
"2024-06-19 17:35:16","2024-06-19 17:37:14","0","NA","100","117","1","2024-06-19 17:37:14","R_1uxa8EsU74nP6i5","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","13.584","0","0","0","11.426","0","1,2","80","11","95","35","45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","33","1","","33","4","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vB_cntf_AV_intv|avoid_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-19 17:37:32","2024-06-19 17:40:12","0","NA","100","159","1","2024-06-19 17:40:13","R_7eapiQ5N7WF1RzQ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","16.781","0","0","0","13.813","0","1,2","92","6","10","100","5","2","2","1","12","1","","31","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|vA_cntf_intv|vB_cntf_intv|avoid_intv"
"2024-06-19 17:37:26","2024-06-19 17:41:21","0","NA","100","235","1","2024-06-19 17:41:22","R_3l0gNXeAfvbfOrD","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","33.235","0","0","0","11.314","0","1,2","100","0","0","100","0","0","2","1","0","1","","53","4","","","","","","FL_40","","FL_100","","","","","","","Q164|vB_mf_sue_intv|vA_sue_intv|vB_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-19 17:38:03","2024-06-19 17:41:56","0","NA","100","232","1","2024-06-19 17:41:56","R_3Mm3kjDWy5xQMH4","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","30.248","0","0","0","11.647","0","1,2","100","0","100","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","2","","40","3","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|avoid_AV_intv|vB_cntf_AV_intv|vA_cntf_AV_intv","","","",""
"2024-06-19 17:42:38","2024-06-19 17:44:18","0","NA","100","99","1","2024-06-19 17:44:19","R_6dgTUsnwfTI9em5","","","","","NA","NA","anonymous","EN","1","2","2","0","0","12.614","0","0","0","11.166","0","100","10","100","24","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","66","1","","24","4","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|vA_cntf_AV|avoid_AV|vB_cntf_AV","","","","","",""
"2024-06-19 17:42:57","2024-06-19 17:45:58","0","NA","100","180","1","2024-06-19 17:45:58","R_6q2HPRYbreSB3DT","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.076","28.698","35.54","2","0","0","10.9","0","100","0","0","100","0","4","","","","","","","","","","","","","","","","2","1","2","2","","45","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_mf_sue|vA_sue|vB_driver_sue","Q71|vB_cntf|vA_cntf|avoid","",""
"2024-06-19 17:49:18","2024-06-19 17:53:24","0","NA","100","245","1","2024-06-19 17:53:24","R_7blciL2OALJYSrv","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.992","29.758","32.046","2","0","0","14.621","0","100","100","0","100","6","5","","","","","","","","","","","","","","","","2","1","20","2","","41","4","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vB_mf_sue|vA_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-19 17:50:07","2024-06-19 17:55:31","0","NA","100","324","1","2024-06-19 17:55:32","R_6g4Dqn1z3IoPzTb","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","21.319","26.242","48.063","4","0","0","22.4","0","1,2","100","0","100","15","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","53","1","","62","5","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vA_cntf_AV_intv|vB_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-19 17:57:27","2024-06-19 18:01:37","0","NA","100","250","1","2024-06-19 18:01:38","R_5hyATrxnOSfe9Xu","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","48.463","0","0","0","18.464","0","1,2","100","0","0","100","17","0","2","1","50","2","","55","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|avoid_intv|vA_cntf_intv|vB_cntf_intv"
"2024-06-19 17:57:28","2024-06-19 18:02:09","0","NA","100","280","1","2024-06-19 18:02:09","R_7jVCjST1pvXrQcx","","","","","NA","NA","anonymous","EN","1","2","2","15.15","33.639","35.17","2","16.116","16.116","17.217","1","100","100","100","94","71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","58","1","","34","5","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vA_cntf_AV|vB_cntf_AV","","","","","",""
"2024-06-19 18:00:54","2024-06-19 18:03:02","0","NA","100","127","1","2024-06-19 18:03:03","R_1fxhcRPr5zHYXwu","","","","","NA","NA","anonymous","EN","1","2","2","0","0","16.156","0","0","0","11.091","0","100","0","100","8","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","0","1","","45","4","","","","","","FL_39","FL_93","","Q116|vA_sue_AV|vB_mf_sue_AV","Q122|vB_cntf_AV|avoid_AV|vA_cntf_AV","","","","","",""
"2024-06-19 18:01:15","2024-06-19 18:04:56","0","NA","100","220","1","2024-06-19 18:04:56","R_3SvLFLKgIEAaPmr","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.376","5.376","26.076","1","0","0","10.979","0","100","0","0","100","0","0","","","","","","","","","","","","","","","","2","1","0","1","","49","3","","","","","","FL_40","","FL_99","","","","","Q90|vB_driver_sue|vB_mf_sue|vA_sue","Q71|avoid|vA_cntf|vB_cntf","",""
"2024-06-19 18:01:16","2024-06-19 18:06:19","0","NA","100","302","1","2024-06-19 18:06:20","R_7TH7sWN19Ed46ml","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","40.636","0","0","0","12.274","0","1,2","100","0","100","6","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","7","1","","78","5","","","","","","FL_39","FL_94","","","","Q155|vB_mf_sue_AV_intv|vA_sue_AV_intv","Q158|vA_cntf_AV_intv|vB_cntf_AV_intv|avoid_AV_intv","","","",""
"2024-06-19 18:04:49","2024-06-19 18:10:15","0","NA","100","326","1","2024-06-19 18:10:16","R_6jCOLMmDO3arurD","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","47.499","0","0","0","16.821","0","1,2","100","0","0","100","0","0","2","1","31","1","","43","3","","","","","","FL_40","","FL_100","","","","","","","Q164|vA_sue_intv|vB_mf_sue_intv|vB_sue_intv","Q167|vB_cntf_intv|vA_cntf_intv|avoid_intv"
"2024-06-19 18:08:26","2024-06-19 18:11:29","0","NA","100","182","1","2024-06-19 18:11:29","R_6XpMeaZOzSB4R3H","","","","","NA","NA","anonymous","EN","1","2","2","0","0","17.913","0","0","0","14.138","0","100","0","100","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","29","2","","67","4","","","","","","FL_39","FL_93","","Q116|vB_mf_sue_AV|vA_sue_AV","Q122|avoid_AV|vB_cntf_AV|vA_cntf_AV","","","","","",""
