"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent_q","att1","att2","Q88_First.Click","Q88_Last.Click","Q88_Page.Submit","Q88_Click.Count","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","vA_liable_AV_1","vB_mnfctr_liable_AV_1","vA_cntrfctl_AV_1","vB_cntrfctl_AV_1","avoid_AV_1","Q87_First.Click","Q87_Last.Click","Q87_Page.Submit","Q87_Click.Count","Q82_First.Click","Q82_Last.Click","Q82_Page.Submit","Q82_Click.Count","vA_liable_1","vB_driver_liable_1","vB_mnfctr_liable_1","vA_cntrfctl_1","vB_cntrfctl_1","avoid_1","comp1","comp_accident","pol_affiliation_1","driving_ability_1","ai_familiarity_1","gender","gender_4_TEXT","age","edu","edu_8_TEXT","FL_4_DO","questions_1_AV_DO","questions_2_AV_DO","questions_1_DO","questions_2_DO","moderators_DO"
"2023-04-06 17:08:39","2023-04-06 17:13:26","0","NA","100","286","1","2023-04-06 17:13:26","R_2s6g5Z1JoFiQdhe","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","26.434","0","0","0","16.932","0","90","0","30","100","40","20","2","1","47","85","39","2","","62","3","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:04:38","2023-04-06 17:13:28","0","NA","100","530","1","2023-04-06 17:13:29","R_A6DCMa1HsdIii0F","","","","","NA","NA","anonymous","EN","1","2","2","0","0","32.522","0","0","0","29.777","0","82","65","92","85","71","","","","","","","","","","","","","","","1","1","81","71","20","1","","66","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:09:58","2023-04-06 17:13:29","0","NA","100","211","1","2023-04-06 17:13:29","R_3Mg3BPQFmMcjusO","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","2.929","27.914","29.011","5","12.949","12.949","14.051","1","100","0","0","100","0","0","2","1","50","85","41","2","","64","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:08:08","2023-04-06 17:13:30","0","NA","100","321","1","2023-04-06 17:13:30","R_2TzdANAPlFrZxVH","","","","","NA","NA","anonymous","EN","1","2","2","7.308","7.308","36.751","1","0","0","13.969","0","84","30","95","82","78","","","","","","","","","","","","","","","1","1","77","61","74","1","","37","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:08:09","2023-04-06 17:13:31","0","NA","100","321","1","2023-04-06 17:13:31","R_ZLbzcR3CmEnYdGh","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","14.017","14.017","35.629","1","0","0","12.054","0","87","28","98","85","64","82","2","1","90","51","83","1","","37","4","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:09:29","2023-04-06 17:13:36","0","NA","100","246","1","2023-04-06 17:13:36","R_1JFqZmhcTCv9BWF","","","","","NA","NA","anonymous","EN","1","2","2","0","0","11.912","0","0","0","12.053","0","75","25","68","19","58","","","","","","","","","","","","","","","1","1","50","65","35","1","","24","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:07:57","2023-04-06 17:13:38","0","NA","100","340","1","2023-04-06 17:13:38","R_2ATMK0E23Ta0FyG","","","","","NA","NA","anonymous","EN","1","2","2","0","0","39.952","0","0","0","14.563","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","0","100","75","1","","81","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:04:34","2023-04-06 17:13:42","0","NA","100","547","1","2023-04-06 17:13:42","R_3HzSRZ7HEzVArYm","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","42.389","43.015","46.599","2","0","0","21.281","0","100","0","10","100","10","10","2","1","56","50","20","1","","67","7","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:10:55","2023-04-06 17:13:42","0","NA","100","167","1","2023-04-06 17:13:42","R_1mR8hBuLZ4H0lFC","","","","","NA","NA","anonymous","EN","1","2","2","0","0","30.232","0","0","0","12.128","0","97","1","97","13","1","","","","","","","","","","","","","","","1","1","23","46","20","2","","42","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:10:38","2023-04-06 17:13:42","0","NA","100","183","1","2023-04-06 17:13:43","R_125MYmHpJquLqUt","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","43.567","0","0","0","11.562","0","100","0","0","100","0","0","2","1","19","62","34","1","","38","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:09:00","2023-04-06 17:13:44","0","NA","100","284","1","2023-04-06 17:13:45","R_2uF25EZmJ0ZRYRi","","","","","NA","NA","anonymous","EN","1","2","2","2.601","33.471","34.26","3","10.792","10.792","11.501","1","100","19","100","10","5","","","","","","","","","","","","","","","1","1","50","50","30","2","","45","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:05:37","2023-04-06 17:13:44","0","NA","100","487","1","2023-04-06 17:13:45","R_2e9KvVSuqkENGqy","","","","","NA","NA","anonymous","EN","1","2","2","25.869","25.869","26.876","1","0","0","16.873","0","100","0","100","60","60","","","","","","","","","","","","","","","1","1","0","0","0","2","","18","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:07:51","2023-04-06 17:13:45","0","NA","100","354","1","2023-04-06 17:13:45","R_12iprdE9M2KfxLJ","","","","","NA","NA","anonymous","EN","1","2","2","16.158","65.636","66.824","2","7.251","7.251","15.736","1","100","0","100","61","59","","","","","","","","","","","","","","","1","1","18","60","0","2","","50","3","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:09:23","2023-04-06 17:13:45","0","NA","100","262","1","2023-04-06 17:13:46","R_06DTCiduHRIrnBD","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","43.596","0","0","0","17.538","0","95","8","8","95","10","4","2","1","13","100","8","1","","42","3","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:10:53","2023-04-06 17:13:46","0","NA","100","173","1","2023-04-06 17:13:47","R_RRlGDpBpte4OrTj","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","5.589","13.845","17.698","3","0","0","11.472","0","100","0","0","100","5","0","2","1","50","52","0","2","","37","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:06:49","2023-04-06 17:13:48","0","NA","100","418","1","2023-04-06 17:13:48","R_3erV58Vc6wppezZ","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","202.551","233.709","234.719","4","1.994","1.994","15.378","1","100","0","0","100","0","1","2","2","22","100","81","1","","33","4","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:09:50","2023-04-06 17:13:51","0","NA","100","240","1","2023-04-06 17:13:52","R_2wmcwmLLnf0RlOV","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","37.257","0","0","0","12.061","0","100","0","0","100","0","0","2","1","10","100","9","1","","84","5","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:09:53","2023-04-06 17:13:51","0","NA","100","238","1","2023-04-06 17:13:52","R_1LFZVPcP7VWQQvV","","","","","NA","NA","anonymous","EN","1","2","2","1.715","39.264","39.956","2","0","0","14.327","0","83","33","83","80","100","","","","","","","","","","","","","","","1","1","68","95","63","2","","39","1","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:10:26","2023-04-06 17:13:55","0","NA","100","208","1","2023-04-06 17:13:56","R_2Vabgm0ag85blEy","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","11.101","0","0","0","10.87","0","92","50","70","100","70","50","1","2","80","50","75","1","","33","4","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:12:13","2023-04-06 17:13:55","0","NA","100","101","1","2023-04-06 17:13:56","R_2uHYLLgC1gdnCcB","","","","","NA","NA","anonymous","EN","1","2","2","0","0","13.377","0","0","0","12.35","0","100","3","100","40","27","","","","","","","","","","","","","","","1","1","85","80","68","2","","46","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:11:06","2023-04-06 17:13:56","0","NA","100","170","1","2023-04-06 17:13:56","R_2Qmu3NJCaiutSSs","","","","","NA","NA","anonymous","EN","1","2","2","13.683","13.683","15.537","1","11.313","11.313","11.77","1","100","0","100","20","10","","","","","","","","","","","","","","","1","1","39","50","70","1","","36","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:11:35","2023-04-06 17:13:56","0","NA","100","141","1","2023-04-06 17:13:56","R_CdC4MYMbb5jt4eB","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","13.023","0","0","0","11.212","0","100","0","0","100","20","13","2","1","23","100","15","1","","37","2","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:10:33","2023-04-06 17:13:56","0","NA","100","203","1","2023-04-06 17:13:57","R_21BS80PYTQoxGbt","","","","","NA","NA","anonymous","EN","1","2","2","68.961","98.469","99.35","8","1.465","9.813","11.357","7","77","20","99","65","70","","","","","","","","","","","","","","","1","1","39","57","32","1","","24","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:11:17","2023-04-06 17:13:57","0","NA","100","159","1","2023-04-06 17:13:58","R_85JQuPBV2vsoqkx","","","","","NA","NA","anonymous","EN","1","2","2","0","0","14.811","0","0","0","13.055","0","95","50","87","36","17","","","","","","","","","","","","","","","1","1","68","32","34","1","","19","2","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:10:48","2023-04-06 17:13:58","0","NA","100","190","1","2023-04-06 17:13:59","R_3MhuCecwsJ7xBb8","","","","","NA","NA","anonymous","EN","1","2","2","0","0","22.357","0","0","0","24.955","0","100","0","100","10","10","","","","","","","","","","","","","","","1","1","80","40","70","1","","42","2","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:11:14","2023-04-06 17:14:00","0","NA","100","166","1","2023-04-06 17:14:00","R_3G9Bt5SuVKcIRT8","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","25.295","0","0","0","12.531","0","100","0","0","100","65","20","2","1","55","95","5","2","","41","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:05:50","2023-04-06 17:14:03","0","NA","100","492","1","2023-04-06 17:14:03","R_ebNm25EYDlcwxl7","","","","","NA","NA","anonymous","EN","1","2","2","20.247","45.442","46.684","3","6.078","26.969","29.278","2","100","0","100","50","5","","","","","","","","","","","","","","","1","1","50","87","20","2","","65","1","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:10:53","2023-04-06 17:14:03","0","NA","100","190","1","2023-04-06 17:14:04","R_qEgVOw8LccHbtrH","","","","","NA","NA","anonymous","EN","1","2","2","0","0","21.869","0","0","0","12.586","0","100","0","100","0","0","","","","","","","","","","","","","","","1","1","80","50","0","1","","42","5","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:10:19","2023-04-06 17:14:05","0","NA","100","225","1","2023-04-06 17:14:05","R_3k0OYIGX7xCIy6r","","","","","NA","NA","anonymous","EN","1","2","2","0","0","38.2","0","0","0","11.867","0","100","2","100","28","2","","","","","","","","","","","","","","","1","1","0","0","8","1","","38","1","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:10:15","2023-04-06 17:14:05","0","NA","100","230","1","2023-04-06 17:14:05","R_9MFHPVQi0BQ0xyx","","","","","NA","NA","anonymous","EN","1","2","2","8.387","37.887","39.28","2","5.316","5.316","14.6","1","100","0","100","0","0","","","","","","","","","","","","","","","1","1","15","70","85","1","","34","3","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:10:20","2023-04-06 17:14:06","0","NA","100","226","1","2023-04-06 17:14:06","R_3suFV93mG8UWx8w","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.004","0","0","0","15.774","0","89","1","3","98","0","0","2","1","60","96","22","1","","45","1","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:06:33","2023-04-06 17:14:07","0","NA","100","453","1","2023-04-06 17:14:07","R_sFEnkLNwszFibzX","","","","","NA","NA","anonymous","EN","1","2","2","0","0","26.401","0","0","0","11.747","0","100","5","100","23","41","","","","","","","","","","","","","","","1","1","10","50","2","2","","45","2","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:09:58","2023-04-06 17:14:07","0","NA","100","249","1","2023-04-06 17:14:08","R_2QsVs3Xk2bufgVt","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","15.972","0","0","0","12.854","0","100","0","0","98","2","9","2","1","18","71","23","1","","46","4","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:10:52","2023-04-06 17:14:09","0","NA","100","197","1","2023-04-06 17:14:10","R_1qWDnlwQgfI8XbP","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","15.901","0","0","0","15.335","0","95","0","15","100","15","20","2","1","0","75","10","1","","33","1","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:10:10","2023-04-06 17:14:11","0","NA","100","241","1","2023-04-06 17:14:11","R_1K2RwBKQsDvzlTl","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","28.756","0","0","0","15.899","0","100","0","0","100","20","20","1","1","40","90","50","1","","68","4","","FL_40","","","Q90|vA_liable|vB_driver_liable|vB_mnfctr_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:11:37","2023-04-06 17:14:12","0","NA","100","155","1","2023-04-06 17:14:12","R_2YQdtXFBkHLjwDw","","","","","NA","NA","anonymous","EN","1","2","2","0","0","13.671","0","0","0","15.616","0","100","12","100","0","0","","","","","","","","","","","","","","","1","1","11","100","67","1","","34","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:11:28","2023-04-06 17:14:15","0","NA","100","167","1","2023-04-06 17:14:16","R_2XjuPW3ruurLK0V","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","23.761","0","0","0","14.823","0","100","0","0","100","0","0","2","1","87","50","0","2","","47","4","","FL_40","","","Q90|vB_mnfctr_liable|vB_driver_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:10:28","2023-04-06 17:14:17","0","NA","100","228","1","2023-04-06 17:14:17","R_1GHNdKYYdOaBPs2","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","28.822","0","0","0","11.152","0","97","96","5","98","13","18","2","1","41","21","17","1","","32","4","","FL_40","","","Q90|vB_mnfctr_liable|vA_liable|vB_driver_liable","Q71|vB_cntrfctl|vA_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:09:54","2023-04-06 17:14:17","0","NA","100","263","1","2023-04-06 17:14:17","R_1j7cwtln0SQXtpq","","","","","NA","NA","anonymous","EN","1","2","2","0","0","18.387","0","0","0","24.751","0","88","10","100","71","70","","","","","","","","","","","","","","","1","1","29","70","71","2","","51","4","","FL_39","Q116|vB_mnfctr_liable_AV|vA_liable_AV","Q122|vB_cntrfctl_AV|vA_cntrfctl_AV|avoid_AV","","","pol_affiliation|driving_ability"
"2023-04-06 17:10:57","2023-04-06 17:14:19","0","NA","100","202","1","2023-04-06 17:14:20","R_2xKKV413sfX3geG","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","20.841","0","0","0","12.757","0","95","25","0","100","35","30","2","1","75","100","40","2","","27","5","","FL_40","","","Q90|vB_driver_liable|vB_mnfctr_liable|vA_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:10:42","2023-04-06 17:14:20","0","NA","100","218","1","2023-04-06 17:14:21","R_2fsbvnsCrl2wPIw","","","","","NA","NA","anonymous","EN","1","2","2","0","0","23.523","0","0","0","12.811","0","100","0","100","0","73","","","","","","","","","","","","","","","1","1","59","42","41","2","","50","4","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
"2023-04-06 17:02:17","2023-04-06 17:14:21","0","NA","100","724","1","2023-04-06 17:14:22","R_3nBgyNhSZtbaAi9","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","38.889","0","0","0","129.422","0","100","0","0","100","0","0","2","1","0","60","30","1","","46","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","driving_ability|pol_affiliation"
"2023-04-06 17:10:13","2023-04-06 17:14:25","0","NA","100","251","1","2023-04-06 17:14:25","R_Oec8fpxsRVgLpPr","","","","","NA","NA","anonymous","EN","1","2","2","","","","","","","","","","","","","","0","0","28.869","0","0","0","18.226","0","100","0","0","0","100","52","2","1","100","100","54","1","","42","4","","FL_40","","","Q90|vA_liable|vB_mnfctr_liable|vB_driver_liable","Q71|vA_cntrfctl|vB_cntrfctl|avoid","pol_affiliation|driving_ability"
"2023-04-06 17:12:05","2023-04-06 17:14:26","0","NA","100","141","1","2023-04-06 17:14:27","R_1NzGDiHZfApdq3J","","","","","NA","NA","anonymous","EN","1","2","2","0","0","15.337","0","0","0","27.809","0","100","0","100","50","50","","","","","","","","","","","","","","","1","1","45","50","80","1","","28","2","","FL_39","Q116|vA_liable_AV|vB_mnfctr_liable_AV","Q122|vA_cntrfctl_AV|vB_cntrfctl_AV|avoid_AV","","","driving_ability|pol_affiliation"
